num_requests;num_threads;job_wallclock_time_msec;sample_num;batch_num
2048;4;991079;38;512
2048;4;994889;39;512
2048;4;986652;40;512
2048;4;997872;41;512
2048;4;998247;42;512
2048;4;990676;43;512
2048;4;999224;44;512
2048;4;985987;45;512
2048;4;992173;46;512
2048;4;903168;47;512
2048;4;888178;48;512
2048;4;893075;49;512
2048;8;887720;0;256
2048;8;882395;1;256
2048;8;889203;2;256
2048;8;923902;3;256
2048;8;926811;4;256
2048;8;931103;5;256
2048;8;921592;6;256
2048;8;935264;7;256
2048;8;952603;8;256
2048;8;950648;9;256
2048;8;956513;10;256
2048;8;952937;11;256
2048;8;960888;12;256
2048;8;974896;13;256
2048;8;970001;14;256
2048;8;970983;15;256
2048;8;976707;16;256
2048;8;975994;17;256
2048;8;977890;18;256
2048;8;977255;19;256
2048;8;971786;20;256
2048;8;978257;21;256
2048;8;976739;22;256
2048;8;976479;23;256
2048;8;987180;24;256
2048;8;977455;25;256
2048;8;978236;26;256
2048;8;982261;27;256
2048;8;984504;28;256
2048;8;984035;29;256
2048;8;987252;30;256
2048;8;982102;31;256
2048;8;983281;32;256
2048;8;985398;33;256
2048;8;985350;34;256
2048;8;980991;35;256
2048;8;983963;36;256
2048;8;983392;37;256
2048;8;987897;38;256
2048;8;983719;39;256
2048;8;985100;40;256
2048;8;1024580;41;256
2048;8;1096205;42;256
2048;8;1100171;43;256
2048;8;1098268;44;256
2048;8;1087995;45;256
2048;8;1072388;46;256
2048;8;1049883;47;256
2048;8;1025812;48;256
2048;8;979960;49;256
2048;16;903393;0;128
2048;16;951742;1;128
2048;16;982204;2;128
2048;16;965455;3;128
2048;16;980936;4;128
2048;16;1027449;5;128
2048;16;1066691;6;128
2048;16;1065499;7;128
2048;16;1058586;8;128
2048;16;1058783;9;128
2048;16;1066282;10;128
2048;16;1056693;11;128
2048;16;1063086;12;128
2048;16;1050009;13;128
2048;16;1046569;14;128
2048;16;1017967;15;128
2048;16;1020900;16;128
2048;16;1025596;17;128
2048;16;1018729;18;128
2048;16;1009673;19;128
2048;16;969991;20;128
2048;16;970499;21;128
2048;16;920102;22;128
2048;16;904299;23;128
2048;16;948082;24;128
2048;16;961094;25;128
2048;16;971417;26;128
2048;16;981791;27;128
2048;16;980412;28;128
2048;16;985404;29;128
2048;16;989278;30;128
2048;16;983599;31;128
2048;16;984538;32;128
2048;16;978820;33;128
2048;16;986065;34;128
2048;16;991812;35;128
2048;16;988668;36;128
2048;16;1006666;37;128
2048;16;998195;38;128
2048;16;1003605;39;128
2048;16;992090;40;128
2048;16;994768;41;128
2048;16;987263;42;128
2048;16;996495;43;128
2048;16;983642;44;128
2048;16;984464;45;128
2048;16;1003654;46;128
2048;16;987541;47;128
2048;16;989177;48;128
2048;16;988785;49;128
2048;32;905879;0;64
2048;32;909600;1;64
2048;32;890920;2;64
2048;32;866779;3;64
2048;32;865895;4;64
2048;32;867096;5;64
2048;32;869259;6;64
2048;32;875509;7;64
2048;32;864082;8;64
2048;32;867414;9;64
2048;32;850377;10;64
2048;32;848592;11;64
2048;32;853491;12;64
2048;32;845883;13;64
2048;32;845389;14;64
2048;32;851191;15;64
2048;32;828909;16;64
2048;32;831283;17;64
2048;32;843102;18;64
2048;32;922797;19;64
2048;32;926030;20;64
2048;32;958668;21;64
2048;32;956614;22;64
2048;32;969937;23;64
2048;32;962693;24;64
2048;32;966092;25;64
2048;32;975019;26;64
2048;32;962820;27;64
2048;32;976804;28;64
2048;32;963772;29;64
2048;32;968604;30;64
2048;32;971136;31;64
2048;32;964821;32;64
2048;32;970474;33;64
2048;32;967420;34;64
2048;32;966630;35;64
2048;32;981357;36;64
2048;32;966102;37;64
2048;32;945141;38;64
2048;32;917985;39;64
2048;32;923888;40;64
2048;32;933503;41;64
2048;32;922518;42;64
2048;32;928861;43;64
2048;32;929679;44;64
2048;32;931087;45;64
2048;32;921483;46;64
2048;32;936079;47;64
2048;32;926557;48;64
2048;32;925487;49;64
2048;64;904083;0;32
2048;64;902799;1;32
2048;64;902607;2;32
2048;64;898185;3;32
2048;64;888399;4;32
2048;64;888697;5;32
2048;64;901096;6;32
2048;64;892103;7;32
2048;64;882990;8;32
2048;64;901691;9;32
2048;64;864000;10;32
2048;64;871987;11;32
2048;64;876292;12;32
2048;64;868908;13;32
2048;64;863386;14;32
